入		いる	enter	久込坐座挫兩兪叺圦懣杁柩滿疚瞞窩糴裲蹣輛陝魎鳰
八		はち	eight	異溢窺叡益沿演鉛横翁黄寡介貝鎌寒関顔基旗期棋欺挙供共恭興倶具虞穴兼嫌謙呉娯碁誤公巷洪港耕塞堺策刺斯爾璽宍朱殊珠松訟乗壌嬢穣譲醸慎真籍撰船選全曾総聡束速俗其戴只巽谷鎮典填顛殿澱塗途寅嚢曝爆硲頒鋲浜貧分扮紛雰兵塀暴盆妹昧槙亦抹末沫味未魅箕冥耗裕余輿容溶熔蓉慾欲浴翼頼廉恋煉簾練錬六乘侏來兮冀剌劵卻卷厮叭吩哄咫喇嗔嗽嘶囂囎壑壙奕嫩嬾寐岔峪嶼巓幎廣廝彌弯徠忿惧悚愼憙憖懶拱揀搴搆撕擧舉擴攀攘敕暝曠曩朞朿枩枌枳梹棊棘棗椣楝寨榠榕歟氛汾洙浚淇淞溂溟滾濂濬濔瀑瀰爛爨瓮瓰癜癲盻眞眛睿瞋瞑礦祺禳秉秣稘穃簧籏籟耘耙耡耨腆臀與舩芬茉茱茣荼菘蓊蕀藉藕藾蚣蛬蛛蜈螟袞裹襄誅諫謇諡譽谺豁賚賽賺踈蹇邇迹逧邉郤釁釐釟釡銖鎰鎭鎔鎹鐐鑛閧闌靺韆頌颶餘饌騏騫驥驤鬆鬨鰌鴪鶇鶲鷆鷏麌麒黌黹黻黼鼕
冂		けいがまえ	upside down box	渦円奥襖岡禍過骸柿隔滑喚換橘僑喬橋矯興蕎桐巾禽愚偶寓遇隅献檎向構溝稿綱講購鋼高剛骨再柵策冊珊刺嗣爾璽縞周週商尚廠嵩栴鯛凧嫡凋彫調摘敵滴適鏑筒同洞胴銅凸内鍋南楠肉禰納塙病楓風丙幣弊柄蔽瞥箆偏篇編遍繭満網融両麗藁亂侖倆儷兩囘册冉冏冑冓冕刪厰吶咼喘喃嚆嚮堝墺夐奐奧媾嬌孺崗幤彌怏恫惆惘慵懊懣扁搆攜敞敝敲斃旃暎暼朿棘棡棗槁殃泱淌渙滿澳濔瀰灑炯烱炳煥燠爨犒猾獻瑁瓊瞞磆礇禹禺秧稠稱稾窩竇竊篝簓粡鬻絅綢网罔肭冐腆膈苒萬萵蒿蕀蚋蜩蝸衲裔裲覯訥謫譎跚蹣輛輌轎辭迥邇遖遘釁鎬鑰陋雋雕霙靹鞅鞆餉騙驕驪骭骰骼髀髏髑髓體髞髯鬲魍魎鰤鶻鷸黹黻黼鼈齲
冖		わかんむり	crown shaped wa	愛壱運叡営栄央鴬骸撹殻覚学滑冠揮帰輝軍慶蛍牽膏壕濠豪穀骨索写受授綬瞬舜償嘗掌裳賞冗常擾畳侵寝浸深髄掃続帯滞探塚壷亭停帝締諦蹄党堂涜読嚢売婦冨傍勃枕夢冥蒙優憂亮労亳儚儻冤冦冢冩冪勞啻啼喨噎營嚔嚏塋壑壺壹壼孛學寢帚帶幎彙忱悖愨懿戞撈擡旁暈暉暝曖曚朦棠楴榮榾榠榜檬鬱歸殪殼毫渾渟渤滂溟滯濬濛煢爨犖猾琿瑩甍甞當疊疂癆皸皹睿瞑瞠瞹矇磆磅礑箒罕膀臺艨菷蒄葷蒂蒡蔕蕣薨薹螢螟蟐螳蟷蠑蠹蠧褌襠覺諢謗轂邉鐺靉饐駸骭骰骼髀髏髑髓體鶯鶤鶻鷽黌黨
冫		にすい	ice	茨鰯羽翁楽翰翫凝均冴姿諮資次弱習渋准翠摺凄摂扇煽兆凋挑眺跳銚溺凍桃盗逃謬翻冶薬翌翼率凌塁冷佻决冱冲冰况冽凅凉凛勠凖咨唹姚嫋寥嵶廖恣慴憑懿戮挧搦搨摎擽晁栩榻樛檪歙淤瀚爍瓷疂疼礫窕粢繆翅翆翊翕翔翡翦翩翳翹聚膠臧蓊蒻蓼蟀褶誂贓蹐軣轢醪鈞鏐鑠閼韵馮鮗鯲鰥鶲鶸鶺鼕凜
几		つくえ	table	凱馨殻机毅飢拠恐坑抗杭航夙処冗訊凧築筑凪肌帆汎鳳凡猟蝋亢伉佩處凩凭凰吭咒梵瀛珮羸薇蛩諷跫鞏頽鳧鳬
凵		かんにょう	open box	凹画缶棄兇凶胸禽歯淘凸屯廿悩脳函幽揺謡遥璃離齢凾匈啣嚥囓寶屆崗帶徭恟懣掣掏搖擒旆棡椶鬱洶涵滿滯漓瑶瞞窰籬綯缸缺罅罌罍罎罐羇臙艷蓆蔗蔕謠讌豐蹠蹣輌鑁雋鞅靺鞣鬯魑鷂鷓黐齒齔齣齟齠齡齦齧齬齪齷齲齶
刀	刁	かたな	sword	寡解拐蟹喫契潔券初召招昭沼照紹詔刃靭切窃超那忍認頒貧分扮粉紛雰辺貿盆籾溜留梁瑠仞仭儕刄刧剏剪劔劒剱劈辧劭叨吩囓囹娜屶岔廨彜忿懈扨挈朷枌枴梛楔榴氛汾澀瓰瘤砌禊竕簗籀粱綛芬茘荵薺蠏衂貂迢邂邵釁釖釼霤靱韶髫鰡齠齧
力		ちから	strong	甥伽加嘉架茄迦賀駕劾勘勧協脅勤筋勲袈功効劫捌助鋤勝勢男勅努働動別勉募勃務霧勇湧幼虜励劣労肋脇仂劬劭劼劵勁勍勗勞勣勦飭勠勳勵勸娚嬲嫐恊慟懃拗抛撈朸枷椦沒渤珈痂癆窈笳耡舅莇跏踴釛勒黝
勹		つつみがまえ	wrapping	絢易逸謁焔艶鈎角顎潟喝渇葛褐鞄喚換陥危亀掬菊鞠急朽胸驚均句狗駒掲敬警欠袴誇跨勾巧拘衡号麹忽写勺杓灼酌旬殉象浄燭色趨雛静脆争像濁樗鍔釣的菟淘陶萄橡匂豹負葡物吻包庖抱泡砲胞飽免勿匁約与鰐豫佝偈冩刎刳劬匆匈甸匍匐匏咆咢啗囑垉夐夸奐妁娉寫屬巉徇怐怱恟恂愕慯憺掏暘曷枸枹桍栲椈檠歇歿洶洵瀉炮煦獨疱瘍皰皺盪蘯盻瞻矚碣竭笏筍筝粤綯羯聘胯膽臈芍芻苟苞荀萢萼蕚蒭葯蒟蔔藜藹號虧蚫蜀蝎蠍袍觸詢諤諡鞫譫跪躅遏鄒鈞鉤鉋閻陷雹靄靤鞨韵騁髑髱鮑鯣鶚麁麭齣齶
匕		さじのひ	spoon	壱嘘姥穎頴謁燕化花貨塊喝渇葛褐椛鬼戯擬疑虐虚凝虞靴熊傾掲稽詣劇虎此頃魂些砦匙屍指旨死紫脂雌七叱柴蛇蒐醜嘗切窃葬詑柁舵陀態泥鴇尼匂能背櫨罷髭彪膚北魔魅牝也慮虜乖乘佗偈傀冀處剩呰嘴嚥囮埀埖墟它嵬嶷巍廬怩愧愼戲據擺斃昵曷梍槐鬱歇歔沱潁瀘爐獻琥瑰疵瘧癡皀盧眤眞眥眦砌硴碣礙竭糀罅羆羯肄臙臈臚艫莵葹薨藹蘆虍虔號虧蝎蠍褫觜訛謔讌貲轤遏遞遽醵釶鉈錵鎭鑢鑪隗靄鞨顱餽饕駝驢驥髢鬯魄魃魏魍魑魘鮨鯱鱸鴕鷆齔
匚		はこがまえ	sideways box	医堰欧殴鴎勘堪虐巨拒渠距匡区躯駆匠臣枢匝湛匿匪匹偃傴匣匯匱匳區嘔奩嫗尠嶇慝戡斟柩框椹榧樞櫃歐毆炬煕甌碪筐筺箍篋糂繼翳謔謳醫鍖頤驅熙
匸		かくしがまえ	hiding	
十		じゅう	cross	梓斡浦箇壊懐革括活叶蒲乾干幹翰韓伎岐妓技杵糾居許鋸協叫尭暁粁苦計戟献鹸個古固姑故枯湖糊胡鈷鼓午瑚醐倖幸構溝講購降克宰犀砕索皐傘支枝肢辞執什汁術述循楯準盾升彰昇樟焼章障埴植殖慎新真薪親辛針迅粋翠酔据裾凄棲蝉千専戦禅挿早草賊卒騨卓鐸単箪弾値置嫡衷朝潮聴直鎮辻潰摘敵滴適鏑填顛悼鴇徳遁南楠牌博薄縛噺隼伴判半畔卑碑避稗廟埠敷阜葡噴墳憤僻壁癖舗鋪圃捕甫補輔穂簿報膨勃奔槙率枠乖乘仟估來倨倅伜倬俾做僂僖兢凅刋剋劈辨辧勸匍卆卅丗卉卍凖叟哺啅單喃嗔嘲嚔嚏囀圉團埔埣夲婢嬋嬖孛尅專屐嶂巓廳廰彈忤悳怙悖悴忰愽慱憚懌懽戰拌搜掉插搏摯摶擇撻擘枡棹楜榑權槹槫橲檗蘗蘖欟歃歡殫沽涸淬渤滓溲溥灌滷潭澎澣澤濆瀚煢熹猝璋璧瓣瓧瓩甎甓痼瘁痺痲瘴癲皋睥睾瞋瞽矗碎磚禧稙竍竏簓簟籵粹絆綽縡繹辮罩翅翆聽胖脯脾膊膵臂舖萃葫蕈薛薜蛄蝴蟀蟄蠎袢裨襌褝襞覃觀詁謫譚譬譯讙貭賁賻贄跂踞躄轉辜辟辣辭辯逋逹遖鄲醉釋錮鐔鑵闡闥闢阡霹顰顴餔餬驛驩髀鯆鱆鱚鴣鵯鷏鷙鸛鹵鹽黼鼕
卜		ぼくのと	divining rod	鮎嘘叡下外掛戯砧虐虚虞卦罫劇虎寂叔淑上戚占卓帖偵貞禎店貼点悼峠督苫粘櫨彪膚赴朴与卵慮虜仆俶倬冦處卞啅圷垰墟壑寇岾幀廬戲抃拈掉據梺椒棹槭歔沾滷濬濾瀘爐獻琥瘧盧睿碵竊站笘粲綽罅罩臚艫菽蘆虍虔號虧裃褂褫覘訃謔蹙轤迯遉遞遽醵鑢鑪閇霑鞐顱颪饕驢鯱鱸鹹黏點
卩		ふしづくり	seal	宛印卯怨苑鴛卸却脚禦卿仰櫛迎御昂節即叩氾犯範服報命厄柳抑領令冷嶺怜玲苓鈴零齢椀碗腕卮夘卻卷啣喞圈婉孵扼掵昴澪熈笵箙羚聊聆范茆蛉蜿詭豌跪軛鉚鋺阨餾鮠鴒齡
厂		がんだれ	cliff	圧威嘘厩厭仮恢灰崖涯蛎岸巌贋雁顔願危戯虐虚虞劇原厳源虎厚后垢坂阪薩産循楯盾辱唇娠振震厨脆糎辰炭逓砺栃遁濃膿農派櫨反叛板版班販飯備彦彪膚返脈厄慮虜厘励暦歴蕨仄偐儼處勵卮厖厠厦厥厮厰啀嚴墟壓壥宸崕巖巵廬愿慝憊憺戲扼擔據昃梔檐櫪歔殷汳澹濾瀝瀘爐獗獻琥甅瘧癧皈盧睚瞻礪竰簷糒糲纒罅膽臚艫蘆虍乕虔號虧蠣蟾褫詼詭詬謔譫貭贍跪蹶軅軛轣轤逅遞遽醵釐鈑鑢鑪阨靂靨鞴顏顱饕驢魘鮠鯱鱸鴈鳫黶
厶		む	myself	挨握渥鯵飴育允蔭陰瓜云雲翁屋会塊魁絵蓋鈎拡棄鬼却脚去強怯禽愚偶寓遇隅熊芸牽檎公勾宏広弘紘肱鉱砿劫魂唆裁参惨酸始私至治室充銃俊峻竣駿松訟疏窓総聡怠態胎苔台致窒徹撤轍転伝倒套統到曇能罷桧蛭払仏弁法貿鉾殆牟姪冶雄劉流溜琉留硫瑠亂俟傀傳刧參簒吮咥嚠囀囈團垤埃壜專峅幄弃怡悛惠慘慱摶擡抬擺旒晉昿枩桎梳桙梭椡榁榴槫欸毓泓浤浚淞溘滲琺瓮畆畚瘤皴盍眸矣磚竊竢笞籀紜絋紿緻縉繦繧罎羆耋耘肆膣腟臺臻舩菘蓊蔘蔬薹藝蚣襁詒貽輊逡醯闔霤靆靉頌颱餾駘驂髯髷鬆魎鰺鰡鵄鴾鶲齷
又		また	again	鰻叡盈援仮暇蝦霞怪馨獲穫樫鰹伎岐妓技極緊桑径経茎軽頚堅賢鼓護叉最坂阪撮燦餐支枝肢寂取趣受授綬収叔淑叙侵寝浸腎諏頗隻双叢捜掻痩騒竪暖綴渡鍍努度奴怒督畷蚤波破婆抜反叛板版販飯彼披疲皮被簸媛服返報慢漫蔓友亟俶假冦凾雙叟曼燮呶啜坡壑娵娶嫂孥寇寢屐帑幔弩慳扠拏搜掫攫椒楹樶歿汳沒湲溲煖爰玻瑕皈皰皴皸皹皺瞽矍碆箙粲縵翅聚艘菽菠葭蘰蠖謾豎赧跂跛輙輟辭遐釵鈑錣鍜鏗鏝钁陂陬靫鞁饅馭駑駸騷驟髮鬘鰕鼕
