って	る	640	21
てば	つ	640	17
てる	つ	513	19
とう	つ	640	18
ない	る	2308	15
なず	ぬ	640	22
ねば	ぬ	640	17
ねる	ぬ	513	19
のう	ぬ	640	18
ばず	ぶ	640	22
べば	ぶ	640	17
べる	ぶ	513	19
ぼう	ぶ	640	18
ます	る	2432	13
まず	む	640	22
めば	む	640	17
める	む	513	19
もう	む	640	18
よう	る	2432	18
らず	る	640	22
れば	る	7040	17
れる	る	2817	19
ろう	る	640	18
わず	う	640	22
んだ	ぬ	640	14
んだ	ぶ	640	14
んだ	む	640	14
んで	ぬ	640	21
んで	ぶ	640	21
んで	む	640	21
い	いる	384	24
い	う	640	24
い	る	2176	23
え	う	640	23
え	える	384	24
き	きる	384	24
き	く	640	24
ぎ	ぎる	384	24
ぎ	ぐ	640	24
く	い	1152	25
け	く	640	23
け	ける	384	24
げ	ぐ	640	23
げ	げる	384	24
さ	い	1152	26
し	す	640	24
じ	じる	384	24
ず	る	2432	22
せ	す	640	23
せ	せる	384	24
ぜ	ぜる	384	24
た	る	2432	14
ち	ちる	384	24
ち	つ	640	24
て	つ	640	23
て	てる	384	24
て	る	2432	21
で	でる	384	24
な		7040	27
に	にる	384	24
に	ぬ	640	24
ね	ぬ	640	23
ね	ねる	384	24
ひ	ひる	384	24
び	びる	384	24
び	ぶ	640	24
へ	へる	384	24
べ	ぶ	640	23
べ	べる	384	24
み	みる	384	24
み	む	640	24
め	む	640	23
め	める	384	24
よ	る	384	23
り	りる	384	24
り	る	640	24
れ	る	640	23
れ	れる	384	24
ろ	る	384	23
